Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2004-01-01,5802.2998046875,6144.10009765625,5793.2998046875,6023.89990234375,6023.89990234375,0,0.0,0.0
2004-02-01,6023.89990234375,6318.2001953125,6006.89990234375,6269.89990234375,6269.89990234375,0,0.0,0.0
2004-03-01,6269.89990234375,6408.5,6120.89990234375,6259.39990234375,6259.39990234375,0,0.0,0.0
2004-04-01,6259.39990234375,6378.2001953125,6210.7001953125,6210.7001953125,6210.7001953125,0,0.0,0.0
2004-05-01,6210.7001953125,6236.5,5867.2001953125,6053.60009765625,6053.60009765625,0,0.0,0.0
2004-06-01,6053.60009765625,6282.2001953125,6024.60009765625,6277.89990234375,6277.89990234375,0,0.0,0.0
2004-07-01,6277.89990234375,6294.7998046875,5926.60009765625,6023.5,6023.5,0,0.0,0.0
2004-08-01,6023.5,6095.60009765625,5824.39990234375,6087.2998046875,6087.2998046875,0,0.0,0.0
2004-09-01,6087.2998046875,6307.0,6087.2998046875,6269.10009765625,6269.10009765625,0,0.0,0.0
2004-10-01,6269.10009765625,6406.7001953125,6226.10009765625,6321.7998046875,6321.7998046875,0,0.0,0.0
2004-11-01,6321.7998046875,6620.2998046875,6321.7998046875,6577.39990234375,6577.39990234375,0,0.0,0.0
2004-12-01,6577.39990234375,6937.5,6574.89990234375,6936.7998046875,6936.7998046875,0,0.0,0.0
2005-01-01,6936.7998046875,7166.2001953125,6911.5,7166.2001953125,7166.2001953125,0,0.0,0.0
2005-02-01,7166.2001953125,7383.0,7143.2001953125,7254.0,7254.0,0,0.0,0.0
2005-03-01,7254.0,7316.2998046875,7071.89990234375,7130.5,7130.5,0,0.0,0.0
2005-04-01,7130.5,7266.0,6705.2001953125,6728.89990234375,6728.89990234375,0,0.0,0.0
2005-05-01,6728.89990234375,7128.0,6717.60009765625,7114.2998046875,7114.2998046875,0,0.0,0.0
2005-06-01,7114.2998046875,7386.89990234375,7101.0,7368.7001953125,7368.7001953125,0,0.0,0.0
2005-07-01,7368.7001953125,7608.2998046875,7224.60009765625,7605.10009765625,7605.10009765625,0,0.0,0.0
2005-08-01,7605.10009765625,7754.2001953125,7602.7998046875,7749.2001953125,7749.2001953125,0,0.0,0.0
2005-09-01,7749.2001953125,7964.2001953125,7749.2001953125,7951.10009765625,7951.10009765625,0,0.0,0.0
2005-10-01,7951.10009765625,7981.5,7408.39990234375,7711.10009765625,7711.10009765625,0,0.0,0.0
2005-11-01,7711.10009765625,8350.900390625,7707.89990234375,8327.900390625,8327.900390625,0,0.0,0.0
2005-12-01,8327.900390625,8830.400390625,8327.900390625,8794.2998046875,8794.2998046875,0,0.0,0.0
2006-01-01,8794.2998046875,9215.900390625,8756.599609375,9172.599609375,9172.599609375,14798400400,0.0,0.0
2006-02-01,9172.599609375,9521.900390625,9124.2001953125,9448.2998046875,9448.2998046875,12703952600,0.0,0.0
2006-03-01,9448.2998046875,9945.599609375,9303.7998046875,9850.2998046875,9850.2998046875,15035317400,0.0,0.0
2006-04-01,9850.2998046875,10024.5,9666.099609375,9878.7001953125,9878.7001953125,10251291000,0.0,0.0
2006-05-01,9878.7001953125,10161.900390625,8828.599609375,9298.2001953125,9298.2001953125,14207130200,0.0,0.0
2006-06-01,9298.2001953125,9469.5,8663.900390625,9422.7001953125,9422.7001953125,13772451200,0.0,0.0
2006-07-01,9422.7001953125,9521.5,8968.7998046875,9355.599609375,9355.599609375,12174796200,0.0,0.0
2006-08-01,9355.599609375,9631.900390625,9190.0,9601.2001953125,9601.2001953125,11012766900,0.0,0.0
2006-09-01,9601.2001953125,10037.400390625,9495.7001953125,9996.7998046875,9996.7998046875,12002184200,0.0,0.0
2006-10-01,9996.7998046875,10499.7998046875,9929.2001953125,10372.2001953125,10372.2001953125,15084633700,0.0,0.0
2006-11-01,10372.2001953125,10836.0,10350.5,10673.900390625,10673.900390625,14720490700,0.0,0.0
2006-12-01,10673.900390625,11202.2001953125,10673.900390625,11177.7998046875,11177.7998046875,10689093100,0.0,0.0
2007-01-01,11177.7998046875,11325.2001953125,10987.5,11100.2998046875,11100.2998046875,15410898700,0.0,0.0
2007-02-01,11100.2998046875,11652.099609375,10881.2001953125,11082.900390625,11082.900390625,15081965200,0.0,0.0
2007-03-01,11082.900390625,11807.7998046875,10704.7001953125,11689.2998046875,11689.2998046875,17139649100,0.0,0.0
2007-04-01,11689.2998046875,12025.2998046875,11648.599609375,11929.400390625,11929.400390625,12717995900,0.0,0.0
2007-05-01,11929.400390625,12282.2001953125,11868.5,12111.099609375,12111.099609375,14428990900,0.0,0.0
2007-06-01,12111.099609375,12202.2998046875,11338.5,11527.599609375,11527.599609375,15092949500,0.0,0.0
2007-07-01,11527.599609375,11970.099609375,10915.900390625,11337.5,11337.5,15541686200,0.0,0.0
2007-08-01,11337.5,11488.7998046875,10390.7001953125,11309.2001953125,11309.2001953125,16423883800,0.0,0.0
2007-09-01,11309.2001953125,11534.900390625,10706.7998046875,11037.400390625,11037.400390625,13577609800,0.0,0.0
2007-10-01,11037.400390625,11672.099609375,10977.0,11666.0,11666.0,14100922800,0.0,0.0
2007-11-01,11666.0,11734.599609375,10130.0,10748.7998046875,10748.7998046875,10914104700,0.0,0.0
